,no,song,movie,year,singers,lyricist,composer
811,812,Nandakishora ...,Ekalavyan,1993,KS Chithra,Gireesh Puthenchery,Rajamani
812,813,Peraarin Panineer ...,Aalavattam,1993,KS Chithra,Kaithapram,Mohan Sithara
813,814,Parayoo Nee Hridayame ...,Bhoomigeetham,1993,"KS Chithra, Murali",ONV Kurup,Ouseppachan
814,815,Amme Nila Devi (F) ...,Bhoomigeetham,1993,KS Chithra,ONV Kurup,Ouseppachan
815,816,Thennivarum Poonthennale ...,Kulapathi,1993,KS Chithra,"Gireesh Puthenchery, MR Jose",Mohan Sithara
816,817,Pranayatharangam ...,Gaandharvam,1993,"KJ Yesudas, KS Chithra",Kaithapram,SP Venkitesh
817,818,Aathire Nin Mukham ...,Gaandharvam,1993,KS Chithra,Kaithapram,SP Venkitesh
818,819,Paathiraakottaarangalil ...,Injakkaadan Mathai And Sons,1993,KS Chithra,Bichu Thirumala,SP Venkitesh
819,820,Hey Sarike ...,Varam,1993,KS Chithra,Gireesh Puthenchery,Ouseppachan
820,821,Vaalkkannezhuthiya ...,Paithrukam,1993,KS Chithra,Kaithapram,SP Venkitesh
821,822,Neelaanjanappoovin ...,Paithrukam,1993,KS Chithra,Kaithapram,SP Venkitesh
822,823,Seethaakalyaana Vaibhogame ...,Paithrukam,1993,KS Chithra,,SP Venkitesh
823,824,Akkuthikku ...,Manichithrathaazhu,1993,"KS Chithra, Sujatha Mohan, G Venugopal, Mohanlal",Bichu Thirumala,MG Radhakrishnan
824,825,Varuvaanillaaruminnoru nalum ...,Manichithrathaazhu,1993,KS Chithra,Madhu Muttom,MG Radhakrishnan
825,826,Oru Murai Vanthu Paarthaaya ...,Manichithrathaazhu,1993,"KJ Yesudas, KS Chithra","Bichu Thirumala, Vaali",MG Radhakrishnan
826,827,Varuvaanillaaruminnoru nalum [Version 2] ...,Manichithrathaazhu,1993,KS Chithra,Madhu Muttom,MG Radhakrishnan
827,828,Neelambari ...,Maayaamayooram,1993,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Raghu Kumar
828,829,Kabhi Kabhi Mere Dil Mein (Resung from Kabhi Kabhi) ...,Maayaamayooram,1993,KS Chithra,Sahir Ludhiyanvi,Khayyam
829,830,Njaattuvelakkiliye ...,Midhunam,1993,KS Chithra,ONV Kurup,MG Radhakrishnan
830,831,Oraayiram ...,Koushalam,1993,"KS Chithra, Sujatha Mohan, Lathika, Minmini",Kaithapram,Raveendran
831,832,Nilaavin ilam ...,Koushalam,1993,KS Chithra,Kaithapram,Raveendran
832,833,Chaayam Poya ...,Aachaaryan,1993,KS Chithra,Bichu Thirumala,Ouseppachan
833,834,Neelakkadambin Poovukal Choodi ...,Kanyakumariyil Oru Kavitha,1993,KS Chithra,Chunakkara Ramankutty,Kannur Rajan
834,835,Rathisukhasaare ...,Kanyakumariyil Oru Kavitha,1993,KS Chithra,,Kannur Rajan
835,836,Minnaaminni ...,Butterflies,1993,"KS Chithra, Unni Menon",K Jayakumar,Raveendran
836,837,Koottinilamkili ...,Butterflies,1993,"KS Chithra, Unni Menon",K Jayakumar,Raveendran
837,838,Ambilichangaathi ...,Sarovaram,1993,KS Chithra,Kaithapram,SP Venkitesh
838,839,Moovanthppenninu ...,Sarovaram,1993,KS Chithra,Kaithapram,SP Venkitesh
839,840,Neeyen Ulppoovinnullil ...,Ponnuchaami,1993,KS Chithra,ONV Kurup,Mohan Sithara
840,841,Kunjurangum Koottinullil [F] ...,Ponnuchaami,1993,KS Chithra,ONV Kurup,Mohan Sithara
841,842,Thalirvettilayundo [F] ...,Dhruvam,1993,KS Chithra,Shibu Chakravarthy,SP Venkitesh
842,843,Thalirvettilayundo ...,Dhruvam,1993,"KS Chithra, G Venugopal",Shibu Chakravarthy,SP Venkitesh
843,844,Varavarnnini ...,Dhruvam,1993,KS Chithra,Shibu Chakravarthy,SP Venkitesh
844,845,Raappadi ...,Aakaasha Doothu,1993,KS Chithra,ONV Kurup,Ouseppachan
845,846,Kaattile mainaye ...,Aakaasha Doothu,1993,KS Chithra,ONV Kurup,Ouseppachan
846,847,Pooniram Kandodivannu ...,Bandhukkal Shathrukkal,1993,"KJ Yesudas, KS Chithra, Chorus",Sreekumaran Thampi,Sreekumaran Thampi
847,848,Bandhuvaaru Shathruvaaru [F] ...,Bandhukkal Shathrukkal,1993,KS Chithra,Sreekumaran Thampi,Sreekumaran Thampi
848,849,Mutholathinkal ...,Journalist,1993,KS Chithra,Gireesh Puthenchery,SP Venkitesh
849,850,Varade Subha Charithe ...,Journalist,1993,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,SP Venkitesh
850,851,Mutholathinkal ...,Journalist,1993,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,SP Venkitesh
851,852,Ponnambili ...,Golaantharavaartha,1993,KS Chithra,ONV Kurup,Johnson
852,853,Raasanilavinu ...,Paadheyam,1993,"KJ Yesudas, KS Chithra",Kaithapram,Bombay Ravi
853,854,Chandrakaantham ...,Paadheyam,1993,KS Chithra,Kaithapram,Bombay Ravi
854,855,Kandeno (Odakkombil Kaattu Kinungippoy) ...,Samooham,1993,KS Chithra,Kaithapram,Johnson
855,856,Sree raghukula ...,Samooham,1993,KS Chithra,,Johnson
856,857,Maanikya Kallaane (Poomakalaane) ...,Ghoshayaathra (Khalaasi),1993,KS Chithra,Bichu Thirumala,Johnson
857,858,Gopuramedayil ...,Janam,1993,KS Chithra,ONV Kurup,SP Venkitesh
858,859,Kannallaathathellaam ...,Janam,1993,"KJ Yesudas, KS Chithra",Bichu Thirumala,SP Venkitesh
859,860,Rakthapushpam ...,Janam,1993,"KJ Yesudas, KS Chithra, Chorus",Bichu Thirumala,SP Venkitesh
860,861,Inneekkochuvarambin ...,Vaalsalyam,1993,"KJ Yesudas, KS Chithra, Chorus",Kaithapram,SP Venkitesh
861,862,Thaamarakkannan (F) ...,Vaalsalyam,1993,KS Chithra,Kaithapram,SP Venkitesh
862,863,Hey Kulambadi Thaalam Kuthirakku Melam ...,Jackpot,1993,"KS Chithra, Chorus",Bichu Thirumala,Ilayaraja
863,864,Mungi Mungi Muthupongi ...,Jackpot,1993,"KS Chithra, Krishnachandran",Bichu Thirumala,Ilayaraja
864,865,Thaazhvaaram Manpoove [D] ...,Jackpot,1993,"KJ Yesudas, KS Chithra",Bichu Thirumala,Ilayaraja
865,866,Oru Cheru Kulirala ...,Ente Sreekkuttikku (Maanasam),1993,"KS Chithra, G Venugopal",Balu Kiriyath,Johnson
866,867,Chingappoove ...,Ente Sreekkuttikku (Maanasam),1993,KS Chithra,Balu Kiriyath,Johnson
867,868,Pathu Veluppinu (F) ...,Venkalam,1993,KS Chithra,P Bhaskaran,Raveendran
868,869,Ponnum Pooppada ...,Oru Kadamkatha Pole,1993,"KJ Yesudas, KS Chithra",ONV Kurup,Mohan Sithara
869,870,Madhuram jeevaamritha bindu [F] ...,Chenkol,1993,KS Chithra,Kaithapram,Johnson
870,871,Iniyumundoru janmam ...,Gazal,1993,"KJ Yesudas, KS Chithra",Yusufali Kecheri,Bombay Ravi
871,872,Vadakku ninnu ...,Gazal,1993,"KJ Yesudas, KS Chithra",Yusufali Kecheri,Bombay Ravi
872,873,Isal thenkanam ...,Gazal,1993,"KJ Yesudas, KS Chithra",Yusufali Kecheri,Bombay Ravi
873,874,Sangeethame ...,Gazal,1993,"KJ Yesudas, KS Chithra",Yusufali Kecheri,Bombay Ravi
874,875,Innenete khalbile ...,Gazal,1993,"KJ Yesudas, KS Chithra",Yusufali Kecheri,Bombay Ravi
875,876,Karayum Thirayum (Bit) ...,Gazal,1993,"KS Chithra, P Jayachandran",Yusufali Kecheri,Bombay Ravi
876,877,Paal Nilaavil (F) ...,Pravaachakan,1993,KS Chithra,Gireesh Puthenchery,SP Venkitesh
877,878,Paal Nilaavil (D] ...,Pravaachakan,1993,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,SP Venkitesh
878,879,Manjumanjeera(f) ...,Aagneyam,1993,KS Chithra,"Kaithapram, MD Rajendran",Johnson
879,880,Thaazhathum Maanathum ...,O Faby,1993,KS Chithra,Bichu Thirumala,Johnson
880,881,Onnuriyaadaan ...,Saubhaagyam,1993,KS Chithra,Kaithapram,SP Venkitesh
881,882,Raajahamsame ...,Chamayam,1993,KS Chithra,Kaithapram,Johnson
882,883,Ragadevanum ...,Chamayam,1993,"KS Chithra, MG Sreekumar",Kaithapram,Johnson
883,884,Kannin Maniye Ponkaniye ...,Gaandhaari,1993,KS Chithra,Puthiyankam Murali,SP Venkitesh
884,885,Kilu Kilungiyo ...,Harichandanam,1993,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,SP Venkitesh
885,886,Sree Raama Naamam ...,Naaraayam,1993,KS Chithra,PK Gopi,Johnson
886,887,Ormappeeli Koodozhinju Poyee ...,Maafia,1993,"KJ Yesudas, KS Chithra",Bichu Thirumala,Rajamani
887,888,Angopangam ...,Devaasuram,1993,KS Chithra,Gireesh Puthenchery,MG Radhakrishnan
888,889,Sreepadam Ragaardramaay ...,Devaasuram,1993,KS Chithra,Gireesh Puthenchery,MG Radhakrishnan
889,890,Thennal vannathum ...,Kabooliwala,1994,KS Chithra,Bichu Thirumala,SP Venkitesh
890,891,Muthamittaneram ...,Kabooliwala,1994,"KS Chithra, MG Sreekumar",Bichu Thirumala,SP Venkitesh
891,892,Puthen Puthukaalam ...,Kabooliwala,1994,"KS Chithra, Chorus, KG Markose",Bichu Thirumala,SP Venkitesh
892,893,Puthan Puthukkaalam [D] ...,Kabooliwala,1994,"KS Chithra, MG Sreekumar",Bichu Thirumala,SP Venkitesh
893,894,Manjacharadinullil ...,Ithu Manjukaalam,1993,"KJ Yesudas, KS Chithra",Bichu Thirumala,SP Venkitesh
894,895,Paadippazhakiya ...,Ithu Manjukaalam,1993,"KS Chithra, Chorus",Bichu Thirumala,SP Venkitesh
895,896,Venal Theeyilambaram ...,Saayanthanam,1993,"KJ Yesudas, KS Chithra",Sreekumaran Thampi,SP Venkitesh
896,897,Nirakudamaayaval Vilangi ...,Saayanthanam,1993,KS Chithra,Sreekumaran Thampi,SP Venkitesh
897,898,Thaalamidoo Enpattinu Thaalamidoo ...,Saayanthanam,1993,"KJ Yesudas, KS Chithra",Sreekumaran Thampi,SP Venkitesh
898,899,Naagambada Kaavil ...,Kudumbasneham,1993,KS Chithra,Kaithapram,SP Venkitesh
899,900,Ee Kaliyoru Kaliyallallo ...,Kudumbasneham,1993,"KS Chithra, Jolly Abraham",Kaithapram,SP Venkitesh
900,901,Ambaadi Kunjinu ...,Hamsangal,1993,KS Chithra,Shibu Chakravarthy,Ouseppachan
901,902,Paalkkinnamo ...,Hamsangal,1993,"KS Chithra, SP Balasubrahmanyam",Shibu Chakravarthy,Ouseppachan
902,903,Soorya Thejassine ...,Hamsangal,1993,KS Chithra,Shibu Chakravarthy,Ouseppachan
903,904,Soorya Thejassine [D] ...,Hamsangal,1993,"KS Chithra, MG Sreekumar",Shibu Chakravarthy,Ouseppachan
904,905,Nama Shivaaya ...,Hamsangal,1993,KS Chithra,Shibu Chakravarthy,Ouseppachan
905,906,Chaayamaay nin ...,Bhaasuram,1993,"KJ Yesudas, KS Chithra",Bichu Thirumala,SP Venkitesh
906,907,Iniyethra Vasanthangal ...,Bhaasuram,1993,"KJ Yesudas, KS Chithra, Chorus",Bichu Thirumala,SP Venkitesh
907,908,Nertha Palunkin ...,Bhaasuram,1993,"KS Chithra, KG Markose",Bichu Thirumala,SP Venkitesh
908,909,Thottu Thodaatha ...,Bhaasuram,1993,KS Chithra,Bichu Thirumala,SP Venkitesh
909,910,Muthum Pavizhavum ...,Paamaram,1993,"KJ Yesudas, KS Chithra",Kaithapram,Johnson
910,911,Tharalamen Jeevanil ...,Paamaram,1993,"KJ Yesudas, KS Chithra",Kaithapram,Johnson
911,912,Maadakamaay Rathri ...,Paamaram,1993,"KJ Yesudas, KS Chithra, Chorus",Kaithapram,Johnson
912,913,Apaara neelimayil ...,Meghasangeetham,1993,"KJ Yesudas, KS Chithra",ONV Kurup,MG Radhakrishnan
913,914,Sundariyaam Yarusalem ...,Meghasangeetham,1993,"KJ Yesudas, KS Chithra, Chorus",ONV Kurup,MG Radhakrishnan
914,915,Sreeparvathi Paahimaam (D) ...,Rudraaksham,1994,"KJ Yesudas, KS Chithra",Renji Panicker,Sharreth
915,916,Sreeparvathi Paahimaam (F) ...,Rudraaksham,1994,KS Chithra,Renji Panicker,Sharreth
916,917,Marimaanmizhi ...,Nikkaah,1994,KS Chithra,Bichu Thirumala,Raveendran
917,918,Aakaashaveedhiyil ...,Gaandeevam,1994,KS Chithra,Poovachal Khader,AT Ummer
918,919,Varunnu varunnu ...,Gaandeevam,1994,KS Chithra,Poovachal Khader,AT Ummer
919,920,Swargaminiyenikku ...,Bheeshmaachaarya,1994,"KS Chithra, SP Balasubrahmanyam",Yusufali Kecheri,SP Venkitesh
920,921,Shyaamameghavarnnan ...,Bheeshmaachaarya,1994,"KJ Yesudas, KS Chithra",Yusufali Kecheri,SP Venkitesh
921,922,Chandanakkaatte ...,Bheeshmaachaarya,1994,KS Chithra,Yusufali Kecheri,SP Venkitesh
922,923,Naadha nin gandharva (f) ...,Ezhuthachan,1994,KS Chithra,Kaithapram,Raveendran
923,924,Keli nandana ...,Ezhuthachan,1994,"KJ Yesudas, KS Chithra",Kaithapram,Raveendran
924,925,Swargavaathil ...,Ezhuthachan,1994,KS Chithra,Kaithapram,Raveendran
925,926,Aavanippoovin ...,CID Unnikrishnan B.A. B.Ed,1994,"KS Chithra, P Jayachandran",IS Kundoor,Johnson
926,927,Chelulla ...,Raajadhaani,1994,"KS Chithra, Chorus, Malgudi Subha",Bichu Thirumala,Johnson
927,928,Mochakkurangachan ...,Pidakkozhi Koovunna Noottaandu,1994,"KS Chithra, Sujatha Mohan, Jagathy Sreekumar",Kavalam Narayana Panicker,SP Venkitesh
928,929,Manjala maatti (F) ...,Pidakkozhi Koovunna Noottaandu,1994,KS Chithra,Kavalam Narayana Panicker,SP Venkitesh
929,930,Somasama vadane ...,Vishnu,1994,"KJ Yesudas, KS Chithra",Bichu Thirumala,Raveendran
930,931,Panineerumaay ...,Vishnu,1994,"KJ Yesudas, KS Chithra",Bichu Thirumala,Raveendran
931,932,Nizhalaay ormakal (F) ...,Vishnu,1994,KS Chithra,Bichu Thirumala,Raveendran
932,933,Panineer ...,Puthran,1994,KS Chithra,ONV Kurup,Jerson Antony
933,934,Ammaanakkunnummele ...,Vilakku Vecha Neram,1994,KS Chithra,PK Gopi,Sharreth
934,935,Devike noopuram ...,Vilakku Vecha Neram,1994,KS Chithra,PK Gopi,Sharreth
935,936,Swarajathi Paadum ...,Vaaraphalam,1994,KS Chithra,Bichu Thirumala,Mohan Sithara
936,937,Kallikkuyile ...,Sainyam,1994,KS Chithra,Shibu Chakravarthy,SP Venkitesh
937,938,Vaarmudithumpil ...,Sainyam,1994,"KS Chithra, G Venugopal",Shibu Chakravarthy,SP Venkitesh
938,939,Ganapathi paadam ...,Shudhamaddalam,1994,"KS Chithra, Manoj Krishnan",Kaithapram,SP Venkitesh
939,940,Ente raajayogam ...,Shudhamaddalam,1994,"KS Chithra, G Venugopal",Kaithapram,SP Venkitesh
940,941,Olachangaali [M] ...,Kinnarippuzhayoram,1994,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,MG Radhakrishnan
941,942,Konnappoo ...,Kinnarippuzhayoram,1994,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,MG Radhakrishnan
942,943,Olachangaali [F] ...,Kinnarippuzhayoram,1994,KS Chithra,Gireesh Puthenchery,MG Radhakrishnan
943,944,Eppadi Eppadi Udambu ...,Hey Hero,1994,"KS Chithra, MG Sreekumar",Mankombu Gopalakrishnan,MM Keeravani
944,945,Kousthubham Charthi Nee ...,Hey Hero,1994,"KS Chithra, MG Sreekumar, Chorus",Mankombu Gopalakrishnan,MM Keeravani
945,946,Pandu Pandu Pandu ...,Hey Hero,1994,"KS Chithra, MG Sreekumar, Chorus",Mankombu Gopalakrishnan,MM Keeravani
946,947,Puthumazha Pozhiyanu ...,Hey Hero,1994,"KS Chithra, MG Sreekumar",Mankombu Gopalakrishnan,MM Keeravani
947,948,Thenmullappanthal Ketti ...,Hey Hero,1994,"KS Chithra, MG Sreekumar, Chorus",Mankombu Gopalakrishnan,MM Keeravani
948,949,Chaliye Kunjanumo ...,Share Market,1994,KS Chithra,Yusufali Kecheri,Raveendran
949,950,Ponnaathira ...,Sudinam,1994,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Rajamani
950,951,Manjo Manjaadi ...,Sudinam,1994,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Rajamani
951,952,Ragamidarunnu[F] ...,Sudinam,1994,KS Chithra,Gireesh Puthenchery,Rajamani
952,953,Varnna Kinnam ...,Dollar,1994,KS Chithra,Bichu Thirumala,SP Venkitesh
953,954,Thaithennal Chellathaalam Thatti ...,Dollar,1994,"KJ Yesudas, KS Chithra",Bichu Thirumala,SP Venkitesh
954,955,Anjalkkaari ...,Dollar,1994,"KS Chithra, Unni Menon, Chorus",Bichu Thirumala,SP Venkitesh
955,956,Karutha penne ...,Thenmaavin Kompathu,1994,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Berny Ignatius
956,957,Maanam thelinjey ...,Thenmaavin Kompathu,1994,"KS Chithra, MG Sreekumar, Chorus",Gireesh Puthenchery,Berny Ignatius
957,958,Kannil kunju kanavil ...,The Porter(Moonnam Loka Pattalam),1999,KS Chithra,Gireesh Puthenchery,Vidyadharan Master
958,959,Paribhavamode [F] ...,The Porter(Moonnam Loka Pattalam),1999,KS Chithra,Gireesh Puthenchery,Vidyadharan Master
959,960,Chakkara Plaavin Karivetti (Adimarangai) ...,Ponthanmaada,1994,"KS Chithra, Chorus",ONV Kurup,Johnson
960,961,Maanasam ...,The City,1994,"KS Chithra, MG Sreekumar",Bichu Thirumala,Johnson
961,962,Naadangu Koodungu ...,The City,1994,"KS Chithra, Chorus",Bichu Thirumala,Johnson
962,963,Kunkumappoo [D] ...,Cabinet,1994,"KS Chithra, Unni Menon",Chunakkara Ramankutty,SP Venkitesh
963,964,Kunkumappoo [F] ...,Cabinet,1994,KS Chithra,Chunakkara Ramankutty,SP Venkitesh
964,965,Rithumathi ...,Sukham Sukhakaram,1994,"KS Chithra, Chorus",S Ramesan Nair,Ravindra Jain
965,966,This love ...,Sukham Sukhakaram,1994,"KS Chithra, MG Sreekumar",K Jayakumar,Ravindra Jain
966,967,Ninte Neela ...,Sukham Sukhakaram,1994,"KJ Yesudas, KS Chithra",Thikkurissi Sukumaran Nair,Ravindra Jain
967,968,Thirumozhippenne ...,Sukham Sukhakaram,1994,"KS Chithra, MG Sreekumar, Chorus",S Ramesan Nair,Ravindra Jain
968,969,Sukhakaram ...,Sukham Sukhakaram,1994,"KS Chithra, SP Balasubrahmanyam, Chorus",S Ramesan Nair,Ravindra Jain
969,970,Malaramban ...,Chukkaan,1994,"KJ Yesudas, KS Chithra",ONV Kurup,SP Venkitesh
970,971,Anthimaanam ...,Chukkaan,1994,"KJ Yesudas, KS Chithra",ONV Kurup,SP Venkitesh
971,972,Orumounamaay ...,Paavam IA Ivachan,1994,KS Chithra,Bichu Thirumala,Raveendran
972,973,Onnu Thottaal ...,Paavam IA Ivachan,1994,"KS Chithra, Biju Narayanan",Bichu Thirumala,Raveendran
973,974,Poonilaamazha ...,Maanathe Kottaaram,1994,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Berny Ignatius
974,975,Poonilaamazha (F) ...,Maanathe Kottaaram,1994,KS Chithra,Gireesh Puthenchery,Berny Ignatius
975,976,Azhakan kunnirangi ...,Raajasabha,1994,"KS Chithra, Sujatha Mohan",Bichu Thirumala,K Sanan Nair
976,977,Premayamuna Pulinam ...,Raajasabha,1994,"KS Chithra, MG Sreekumar",Bichu Thirumala,K Sanan Nair
977,978,Ponnukku Poomanassu ...,Kambolam,1994,"KS Chithra, P Jayachandran",Bichu Thirumala,SP Venkitesh
978,979,Chandanam chaarunna ...,Kambolam,1994,"KS Chithra, Chorus",Bichu Thirumala,SP Venkitesh
979,980,Maanathe Vellitheril ...,Maanathe Vellitheru,1994,"KJ Yesudas, KS Chithra",Shibu Chakravarthy,Johnson
980,981,Ethaanarangennu ...,Maanathe Vellitheru,1994,"KJ Yesudas, KS Chithra",Shibu Chakravarthy,Johnson
981,982,Anthimaanachoppu ...,Maanathe Vellitheru,1994,"KS Chithra, TK Chandrasekhar",Shibu Chakravarthy,Johnson
982,983,Manassin Madiyile [Pathos] ...,Maanathe Vellitheru,1994,"KS Chithra, Vani Jairam",Shibu Chakravarthy,Johnson
983,984,Gouree shankara ...,Bhaagyavaan,1994,KS Chithra,ONV Kurup,Johnson
984,985,Madhuvanangal ...,Bhaagyavaan,1994,"KS Chithra, Sujatha Mohan",ONV Kurup,Johnson
985,986,Veena Paadum eenamayi [F] ...,Vaardhakyapuraanam,1994,KS Chithra,IS Kundoor,Kannur Rajan
986,987,Paal Nilaavin ...,Vaardhakyapuraanam,1994,"KS Chithra, P Jayachandran",S Ramesan Nair,Kannur Rajan
987,988,Veenapaadumeenamaayi [Bit] ...,Vaardhakyapuraanam,1994,"KJ Yesudas, KS Chithra, P Jayachandran",IS Kundoor,Kannur Rajan
988,989,Naattumaavin ...,Chakoram,1994,KS Chithra,Kaithapram,Johnson
989,990,Naattumaavin ...,Chakoram,1994,"KJ Yesudas, KS Chithra",Kaithapram,Johnson
990,991,Inayarayannam (F) ...,Avan Ananthapadmanaabhan,1994,KS Chithra,PK Gopi,Mohan Sithara
991,992,Ilam Manju ...,Avan Ananthapadmanaabhan,1994,KS Chithra,PK Gopi,Mohan Sithara
992,993,Neelaakaasham ...,Saagaram Saakshi,1994,"KJ Yesudas, KS Chithra",Kaithapram,Sharreth
993,994,Karayaathekannurangu ...,Saagaram Saakshi,1994,KS Chithra,Kaithapram,Sharreth
994,995,Karayaathekannurangu ...,Saagaram Saakshi,1994,"KJ Yesudas, KS Chithra",Kaithapram,Sharreth
995,996,Vennilaavo ...,Pingaami,1994,KS Chithra,Kaithapram,Johnson
996,997,Kaanaamarayathu ...,Pradakshinam,1994,KS Chithra,Balachandran Chullikkad,Raveendran
997,998,Moodupadam ...,Pradakshinam,1994,KS Chithra,P Bhaskaran,Raveendran
998,999,Vaarilam [F] ...,Paalayam,1994,KS Chithra,Panthalam Sudhakaran,Shyam
999,1000,Kulirala ...,Paalayam,1994,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,Shyam
1000,1001,Vaishaakhapournamiyo ...,Parinayam,1994,KS Chithra,Yusufali Kecheri,Bombay Ravi
1001,1002,Saamaja Sanchaarini [F] ...,Parinayam,1994,KS Chithra,Yusufali Kecheri,Bombay Ravi
1002,1003,Paarvanendu ...,Parinayam,1994,"KS Chithra, Chorus",Yusufali Kecheri,Bombay Ravi
1003,1004,Shaanthaakaaram Bhujagashayanam ...,Parinayam,1994,KS Chithra,Yusufali Kecheri,Bombay Ravi
1004,1005,Innallo Poothirunnal ...,Nandini Oppol,1994,"KJ Yesudas, KS Chithra",ONV Kurup,Ouseppachan
1005,1006,Peeli Veeshi ...,Gamanam,1994,KS Chithra,Bichu Thirumala,Ouseppachan
1006,1007,Sindoorappoomanassil ...,Gamanam,1994,"KJ Yesudas, KS Chithra",Bichu Thirumala,Ouseppachan
1007,1008,Kannanaaraaro ...,Gamanam,1994,KS Chithra,Bichu Thirumala,Ouseppachan
1008,1009,Parayoo Nin [F] ...,Pavithram,1994,KS Chithra,ONV Kurup,Sharreth
1009,1010,Omanikkum Ormmakale ...,Varanamaalyam,1994,KS Chithra,Bichu Thirumala,Nisari Ummer
1010,1011,Athilola ...,Varanamaalyam,1994,"KJ Yesudas, KS Chithra",Bichu Thirumala,Nisari Ummer
1011,1012,Panchaarappaattum [D] ...,Tharavaadu (Chathurvarnyam),1994,"KS Chithra, Krishnachandran",Bichu Thirumala,Raveendran
1012,1013,Panchaarappaattum ...,Tharavaadu (Chathurvarnyam),1994,KS Chithra,Bichu Thirumala,Raveendran
1013,1014,Ashtalakshmikovilile ...,Daada,1994,"KJ Yesudas, KS Chithra, Chorus",Shibu Chakravarthy,KJ Joy
1014,1015,Ponmeghame ...,Sopaanam,1994,KS Chithra,Kaithapram,SP Venkitesh
1015,1016,Saadhim Chane ...,Sopaanam,1994,"KJ Yesudas, KS Chithra, Manju Menon, TN Seshagopalan",Thyagaraja,SP Venkitesh
1016,1017,Soga Suga Mrudanga Thaalamu ...,Sopaanam,1994,"KJ Yesudas, KS Chithra, Manju Menon",Thyagaraja,SP Venkitesh
1017,1018,Kadalinnagadhamaam Neelimayil ...,Sukrutham,1994,"KJ Yesudas, KS Chithra",ONV Kurup,Bombay Ravi
1018,1019,Bandhangale ...,Sukrutham,1994,KS Chithra,ONV Kurup,Bombay Ravi
1019,1020,Medakkaate Koodevaa ...,Njaan Kodeeshwaran,1994,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,Ouseppachan
1020,1021,Penkiliye ...,Malappuram Haji Mahaanaaya Joji,1994,"KS Chithra, G Venugopal",Bichu Thirumala,Johnson
1021,1022,Poru Nee Vaarilam ...,Kaashmeeram,1994,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,MG Radhakrishnan
1022,1023,Moham Kaakkathollaayiram ...,Socrates,1994,KS Chithra,Mankombu Gopalakrishnan,Raveendran
1023,1024,Paalaazhiyil ...,Socrates,1994,"KJ Yesudas, KS Chithra",Mankombu Gopalakrishnan,Raveendran
1024,1025,Neelakkanna ...,Vendor Daniel State Licensy,1994,KS Chithra,Kaithapram,SP Venkitesh
1025,1026,Lilly Vidarum-F ...,Vendor Daniel State Licensy,1994,KS Chithra,Kaithapram,SP Venkitesh
1026,1027,Leela Maadhavam ...,Vendor Daniel State Licensy,1994,KS Chithra,Kaithapram,SP Venkitesh
1027,1028,Thankatheril ...,Vadhu Doctoraanu,1994,"KJ Yesudas, KS Chithra, Chorus",Gireesh Puthenchery,Kannur Rajan
1028,1029,Pularkaala chandrika (f) ...,Vadhu Doctoraanu,1994,KS Chithra,Gireesh Puthenchery,Kannur Rajan
1029,1030,Kanmani nin ...,Vadhu Doctoraanu,1994,KS Chithra,IS Kundoor,Kannur Rajan
1030,1031,Thaliraninjoru ...,Minnaaram,1994,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,SP Venkitesh
1031,1032,Kunjoonjaalaadaam ...,Minnaaram,1994,"KS Chithra, MG Sreekumar",Shibu Chakravarthy,SP Venkitesh
1032,1033,Chinkaarakkinaaram ...,Minnaaram,1994,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,SP Venkitesh
1033,1034,Nilaave Maayumo [D] ...,Minnaaram,1994,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,SP Venkitesh
1034,1035,Nilaave Maayumo [F] ...,Minnaaram,1994,KS Chithra,Gireesh Puthenchery,SP Venkitesh
1035,1036,Anuraagachandranaay Varoo ...,Julee,1994,KS Chithra,Kaithapram,Prem Sagar
1036,1037,Illikkaattil ...,Kadal,1994,KS Chithra,P Bhaskaran,SP Venkitesh
1037,1038,Kaanuvaan Moham ...,Kadal,1994,KS Chithra,P Bhaskaran,SP Venkitesh
1038,1039,Illikkaattil Ninnum ...,Kadal,1994,"KJ Yesudas, KS Chithra",P Bhaskaran,SP Venkitesh
1039,1040,Velippenkidaave ...,Sankeerthanam,1994,"KJ Yesudas, KS Chithra",Kaithapram,Raveendran
1040,1041,Sankeerthanam ...,Sankeerthanam,1994,"KJ Yesudas, KS Chithra, Chorus",Kaithapram,Raveendran
1041,1042,Mundon Paadam ...,Kunjikkili,1994,"KS Chithra, MG Sreekumar",Bichu Thirumala,Johnson
