,no,song,movie,year,singers,lyricist,composer
0,1,Charithrathinte Veedhiyil ...,Jail,1966,"KJ Yesudas, P Jayachandran, PB Sreenivas",Vayalar,G Devarajan
1,2,Manjalayil Mungithorthi ...,Kalithozhan,1966,P Jayachandran,P Bhaskaran,G Devarajan
2,3,Thaarunyam Thannude ...,Kalithozhan,1966,P Jayachandran,P Bhaskaran,G Devarajan
3,4,Vaanampaadi Vaanampaadi ...,Mayor Nair,1966,"S Janaki, P Jayachandran",Vayalar,LPR Varma
4,5,Vaishaakha Pournami ...,Mayor Nair,1966,P Jayachandran,Vayalar,LPR Varma
5,6,Varnapushpangal ...,Mayor Nair,1966,"S Janaki, P Jayachandran, LPR Varma",Vayalar,LPR Varma
6,7,Mudiniraye Pookkalumaay ...,Mayor Nair,1966,"S Janaki, P Jayachandran",Vayalar,LPR Varma
7,8,Alliyaambal Poovukale ...,Kalyaanaraathriyil,1966,"S Janaki, P Jayachandran",Vayalar,G Devarajan
8,9,Aama kadalaama ...,Kunjikkoonan,1966,P Jayachandran,P Bhaskaran,BA Chidambaranath
9,10,Naadan Premam ...,Naadan Pennu,1967,"P Jayachandran, JM Raju",Vayalar,G Devarajan
10,11,Udikkunna Sooryane ...,Kunjaali Maraykkaar,1967,"KJ Yesudas, P Jayachandran, AK Sukumaran",P Bhaskaran,BA Chidambaranath
11,12,Oru Mullappoomaalayumaay ...,Kunjaali Maraykkaar,1967,"P Jayachandran, Prema",P Bhaskaran,BA Chidambaranath
12,13,Aattinakkare ...,Kunjaali Maraykkaar,1967,"P Jayachandran, AK Sukumaran, AP Komala, B Vasantha, KP Chandramohan",P Bhaskaran,BA Chidambaranath
13,14,Arimullavalli ...,Postman,1967,P Jayachandran,Vayalar,BA Chidambaranath
14,15,Iniyum Puzhayozhukum ...,Agniputhri,1967,P Jayachandran,Vayalar,MS Baburaj
15,16,Raajeeva Lochane ...,Agniputhri,1967,P Jayachandran,Vayalar,MS Baburaj
16,17,Anuraagagaanam Pole ...,Udyogastha,1967,P Jayachandran,Yusufali Kecheri,MS Baburaj
17,18,Kaarthika Manideepa ...,Sheelaavathi,1967,"S Janaki, P Jayachandran, Chorus",P Bhaskaran,G Devarajan
18,19,Shakthi Nalkuka ...,Maadatharuvi,1967,P Jayachandran,P Bhaskaran,BA Chidambaranath
19,20,Innalathe Pennallallo ...,Kanaatha Veshangal,1967,"P Jayachandran, B Vasantha",Vayalar,BA Chidambaranath
20,21,Madhuchandrikayude ...,Anaachaadhanam,1969,P Jayachandran,Vayalar,G Devarajan
21,22,Penninte Manassil ...,Anaachaadhanam,1969,P Jayachandran,Vayalar,G Devarajan
22,23,Hari Krishna krishna ...,Vazhi Pizhacha Santhathi,1968,"P Jayachandran, P Leela, B Vasantha, Sreelatha Namboothiri, B Savithri",P Bhaskaran,BA Chidambaranath
23,24,Pankajadalanayane ...,Vazhi Pizhacha Santhathi,1968,"P Jayachandran, P Leela, B Vasantha, Sreelatha Namboothiri, B Savithri",P Bhaskaran,BA Chidambaranath
24,25,Marubhoomiyil Malar Viriyukayo ...,Bhaaryamaar Sookshikkuka,1968,P Jayachandran,Sreekumaran Thampi,V Dakshinamoorthy
25,26,Thaarunya Swapnangal ...,Kaliyalla Kalyaanam,1968,"S Janaki, P Jayachandran, Latha Raju",P Bhaskaran,AT Ummer
26,27,Njanitha ...,Asuravithu,1968,"P Jayachandran, Renuka",P Bhaskaran,K Raghavan
27,28,Manmadhanaam Chithrakaaran ...,Lakshaprabhu,1968,P Jayachandran,P Bhaskaran,MS Baburaj
28,29,Vaarthinkal ...,Vidyaarthi,1968,"P Jayachandran, B Vasantha",Vayalar,BA Chidambaranath
29,30,Poovum Prasadavum ...,Thokkukal Kadha Parayunnu,1968,P Jayachandran,Vayalar,G Devarajan
30,31,Makaram Poyittum ...,Velutha Kathreena,1968,"P Susheela, P Jayachandran",Sreekumaran Thampi,G Devarajan
31,32,Nashtappeduvaan ...,Thulaabharam,1968,"P Jayachandran, Chorus",Vayalar,G Devarajan
32,33,Madhupakarna Chundukalil ...,Love In Kerala,1968,"P Jayachandran, B Vasantha",Sreekumaran Thampi,MS Baburaj
33,34,Aliya Gulumaalu ...,Vidhi,1968,P Jayachandran,Vayalar,Laxmikant Pyarelal
34,35,Ashwathinakshathrame ...,Danger Biscuit,1969,P Jayachandran,Sreekumaran Thampi,V Dakshinamoorthy
35,36,Hum To Pyar Karne Aaye ...,Rahasyam,1969,"P Jayachandran, B Vasantha, CO Anto",Sreekumaran Thampi,BA Chidambaranath
36,37,Thulliyodum Pullimaane ...,Kannoor Deluxe,1969,P Jayachandran,Sreekumaran Thampi,V Dakshinamoorthy
37,38,Pinneyum Inakkuyil ...,Aalmaram,1969,"S Janaki, P Jayachandran",P Bhaskaran,AT Ummer
38,39,Ellaam Vyardham ...,Aalmaram,1969,P Jayachandran,P Bhaskaran,AT Ummer
39,40,Oru Hridayathalikayil ...,Chattambikkavala,1969,"P Jayachandran, P Leela",ONV Kurup,BA Chidambaranath
40,41,Maanakkedaayallo ...,Rest House,1969,"P Jayachandran, CO Anto",Sreekumaran Thampi,MK Arjunan
41,42,Yamune Yadukula Rathidevanevide ...,Rest House,1969,"S Janaki, P Jayachandran",Sreekumaran Thampi,MK Arjunan
42,43,Indumukhi ...,Adimakal,1969,P Jayachandran,Vayalar,G Devarajan
43,44,Naarayanam Bhaje ...,Adimakal,1969,"P Jayachandran, Chorus, Peter (Paramasivam)",,G Devarajan
44,45,Manmadha Soudhathil ...,Veettumrigam,1969,P Jayachandran,P Bhaskaran,G Devarajan
45,46,Vaasantha Sadanathin ...,Virunnukari,1969,P Jayachandran,P Bhaskaran,MS Baburaj
46,47,Karimukilkkaattile ...,Kallichellamma,1969,P Jayachandran,P Bhaskaran,K Raghavan
47,48,Seethaadevi Swayamvaram ...,Vaazhvemaayam,1970,"P Susheela, P Jayachandran",Vayalar,G Devarajan
48,49,Sreenagarathile ...,Nilakkaatha Chalanangal,1970,P Jayachandran,Vayalar,G Devarajan
49,50,Malarambanarinjilla ...,Raktha Pushpam,1970,"S Janaki, P Jayachandran",Sreekumaran Thampi,MK Arjunan
50,51,Nunakkuzhikkavilil ...,Thaara,1970,P Jayachandran,Vayalar,G Devarajan
51,52,Prema Saagarathin ...,Detective 909 Keralathil,1970,P Jayachandran,P Bhaskaran,MK Arjunan
52,53,Om Namasthe Sarvashaktha ...,Sabarimala Sree Dharmashaastha,1970,"P Jayachandran, KP Brahmanandan, Kesavan Nampoothiri",K Narayanapilla,V Dakshinamoorthy
53,54,Mudaakaraatha Modakam [Ganesha Pancharatnam] ...,Sabarimala Sree Dharmashaastha,1970,"P Jayachandran, Ambili, KP Brahmanandan, Jaya Vijaya, Latha Raju, P Susheeladevi",Sankaracharyar,V Dakshinamoorthy
54,55,Dhyaaye Charu Jata ...,Sabarimala Sree Dharmashaastha,1970,P Jayachandran,Bhoothanadha Sarvaswam,V Dakshinamoorthy
55,56,Chempavizhachundil ...,Naazhikakkallu,1970,P Jayachandran,Sreekumaran Thampi,Kanu Ghosh
56,57,Nin Padangalil ...,Naazhikakkallu,1970,"P Jayachandran, TR Omana",Sreekumaran Thampi,Kanu Ghosh
57,58,Praanaveena than ...,Ezhuthaatha Kadha,1970,"P Jayachandran, B Vasantha",Sreekumaran Thampi,V Dakshinamoorthy
58,59,Chumbanangalanumaathram ...,Abhayam,1970,P Jayachandran,Changampuzha,V Dakshinamoorthy
59,60,Kaama Krodha Lobha ...,Abhayam,1970,"P Jayachandran, P Leela, CO Anto, KC Varghese Kunnamkulam, R Somasekharan, Chirayinkeezhu Soman",Vayalar,V Dakshinamoorthy
60,61,Kuppaayakkeeshamel ...,Ambalapraavu,1970,P Jayachandran,P Bhaskaran,MS Baburaj
61,62,Vellilakkingini ...,Kaakkathampuraatti,1970,P Jayachandran,Sreekumaran Thampi,K Raghavan
62,63,Poornendumukhi ...,Kurukshethram,1970,P Jayachandran,P Bhaskaran,K Raghavan
63,64,Nin Maniyarayile ...,CID Nazir,1971,P Jayachandran,Sreekumaran Thampi,MK Arjunan
64,65,Sankalpathin Thankaradhathil ...,CID Nazir,1971,"P Jayachandran, Sudha Varma",Sreekumaran Thampi,MK Arjunan
65,66,Theyyaare Thaka Theyyaare ...,Kochaniyathi,1971,"S Janaki, P Jayachandran, Chorus",Sreekumaran Thampi,Pukazhenthi
66,67,Gaayaka ...,Kalithozhi,1971,P Jayachandran,Vayalar,G Devarajan
67,68,Ezhu Kadalodi ...,Jalakanyaka,1971,"KJ Yesudas, P Jayachandran, PB Sreenivas",Dr Pavithran,AT Ummer
68,69,Indulekha Innuraathriyil ...,Prapancham,1971,P Jayachandran,P Bhaskaran,Dulalsen
69,70,Kaali Bhadrakali ...,Marunaattil Oru Malayaali,1971,"P Jayachandran, P Leela, Chorus",Sreekumaran Thampi,V Dakshinamoorthy
70,71,Kaliyum Chiriyum Maari ...,Vilaykku Vaangiya Veena,1971,P Jayachandran,P Bhaskaran,V Dakshinamoorthy
71,72,Achankovilaattile ...,Anaadha Shilpangal,1971,"S Janaki, P Jayachandran",Sreekumaran Thampi,RK Sekhar
72,73,Ponmaane ...,Makane Ninakku Vendi,1971,P Jayachandran,Vayalar,G Devarajan
73,74,Kaadezhu Kadalezhu ...,Oru Penninte Kadha,1971,"P Jayachandran, P Madhuri, Chorus",Vayalar,G Devarajan
74,75,Harshabaashpam Thooki ...,Muthassi,1971,P Jayachandran,P Bhaskaran,V Dakshinamoorthy
75,76,Vinnilirunnurangunna ...,Moonnupookkal,1971,P Jayachandran,P Bhaskaran,Pukazhenthi
76,77,Mullamalarthenkinnam ...,Ernakulam Junction,1971,"P Jayachandran, P Leela",P Bhaskaran,MS Baburaj
77,78,Mullamalarthen Kinnam [Bit] ...,Ernakulam Junction,1971,"P Jayachandran, P Leela",P Bhaskaran,MS Baburaj
78,79,Inquilab Zindabad ...,Inquilab Sindabad,1971,"P Jayachandran, Chorus",Vayalar,G Devarajan
79,80,Vidyaapeedham Ividam Nammude ...,Bobanum Moliyum,1971,"P Jayachandran, Chorus",Vayalar,Joseph Krishna
80,81,Maanmizhikaladanju ...,Sumangali,1971,P Jayachandran,Sreekumaran Thampi,RK Sekhar
81,82,Neelakkarimbinte ...,Sumangali,1971,"S Janaki, P Jayachandran",Sreekumaran Thampi,RK Sekhar
82,83,Ekaantha Padhikan Njaan ...,Ummaachu,1971,P Jayachandran,P Bhaskaran,K Raghavan
83,84,Thiruvaabharanam Chaarthi ...,Lankaadahanam,1971,"P Jayachandran, Chorus",Sreekumaran Thampi,MS Viswanathan
84,85,Panchavadiyile ...,Lankaadahanam,1971,P Jayachandran,Sreekumaran Thampi,MS Viswanathan
85,86,Munthirikkudilil ...,Gangaasangamam,1971,P Jayachandran,Vayalar,G Devarajan
86,87,Punarjanmam Ithu ...,Devi,1972,"P Jayachandran, P Madhuri, Chorus",Vayalar,G Devarajan
87,88,Kanakaswapnangal ...,Manushyabandhangal,1972,"KJ Yesudas, P Susheela, P Jayachandran, LR Eeswari",P Bhaskaran,V Dakshinamoorthy
88,89,Thiravalikkum ...,Sree Guruvayoorappan,1972,"P Jayachandran, Chorus",ONV Kurup,V Dakshinamoorthy
89,90,Paadaam Paadaam ...,Aromalunni,1972,"KJ Yesudas, P Jayachandran",Vayalar,G Devarajan
90,91,Thuduthude Thudikkunnu ...,Sambhavaami Yuge Yuge,1972,"P Jayachandran, KP Brahmanandan, B Vasantha",Sreekumaran Thampi,MS Baburaj
91,92,Ellaam Maayajaalam ...,Sambhavaami Yuge Yuge,1972,"KJ Yesudas, P Jayachandran",Sreekumaran Thampi,MS Baburaj
92,93,Naadodimannante ...,Sambhavaami Yuge Yuge,1972,"P Jayachandran, P Leela, MS Baburaj",Sreekumaran Thampi,MS Baburaj
93,94,Ammayallaathoru Daivamundo ...,Sambhavaami Yuge Yuge,1972,"P Jayachandran, Chorus",Sreekumaran Thampi,MS Baburaj
94,95,Priye Ninakku Vendi ...,Kandavarundo,1972,P Jayachandran,Sreekumaran Thampi,RK Sekhar
95,96,Manjakkili Paadum ...,Anweshanam,1972,"P Jayachandran, P Madhuri",Sreekumaran Thampi,MK Arjunan
96,97,Maanava Hridayam ...,Ananthashayanam,1972,P Jayachandran,Sreekumaran Thampi,K Raghavan
97,98,Undanennoru Raajaavinu ...,Naadan Premam,1972,P Jayachandran,P Bhaskaran,V Dakshinamoorthy
98,99,Praasaada Chandrika ...,Taxi Car,1972,P Jayachandran,Sreekumaran Thampi,RK Sekhar
99,100,Manivarnanillaatha ...,Miss Mary,1972,"P Susheela, P Jayachandran",Sreekumaran Thampi,RK Sekhar
100,101,Ponnambiliyude ...,Miss Mary,1972,"P Susheela, P Jayachandran",Sreekumaran Thampi,RK Sekhar
101,102,Sooryabimbam ...,Nrithasaala,1972,P Jayachandran,Sreekumaran Thampi,V Dakshinamoorthy
102,103,Theerthayaathra Theerthayaathra (Bit) ...,Theerthayaathra,1972,"P Jayachandran, Chorus",P Bhaskaran,AT Ummer
103,104,Paavanamadhuraanilaye ...,Oru Sundariyude Kadha,1972,"P Jayachandran, Chorus",Vayalar,G Devarajan
104,105,Kaalam Kankeli Pushpangal ...,Postmaane Kaanaanilla,1972,"KJ Yesudas, P Susheela, P Jayachandran",Vayalar,G Devarajan
105,106,Kizhakku Ponmalayil ...,Preethi,1972,P Jayachandran,Dr Pavithran,AT Ummer
106,107,Marathakappattudutha Vilaasini ...,Baalya Prathijna (Purusharathnam),1972,"P Jayachandran, P Leela, JM Raju, PR Nirmala",P Bhaskaran,KK Antony
107,108,Nencham Ninakkoru ...,Maravil Thirivu Sookshikkuka,1972,P Jayachandran,Vayalar,G Devarajan
108,109,Kadunthudi Kayyil ...,Maravil Thirivu Sookshikkuka,1972,"P Jayachandran, P Madhuri",Vayalar,G Devarajan
109,110,Arabikkadalilakivarunnu ...,Manthrakodi,1972,"P Jayachandran, Chorus",Sreekumaran Thampi,MS Viswanathan
110,111,Kilukkaathe Kilungunna ...,Manthrakodi,1972,"P Susheela, P Jayachandran",Sreekumaran Thampi,MS Viswanathan
111,112,Malarambanezhuthiya ...,Manthrakodi,1972,P Jayachandran,Sreekumaran Thampi,MS Viswanathan
112,113,Viplavam Jayikkatte ...,Panimudakku,1972,"KJ Yesudas, P Jayachandran, Ambili, Raveendran, Chorus, Raghu, C Thampi",Vayalar,MS Baburaj
113,114,Kaamashasthramezhuthiya ...,Punarjanmam,1972,P Jayachandran,Vayalar,G Devarajan
114,115,Sandhyaykkenthinu Sindooram ...,Maaya,1972,P Jayachandran,Sreekumaran Thampi,V Dakshinamoorthy
115,116,Pakalukal Veenu ...,Maappusaakshi,1972,P Jayachandran,Sreekumaran Thampi,MS Baburaj
116,117,Aayiram Pookkal Viriyatte ...,Poymukhangal,1973,P Jayachandran,P Bhaskaran,V Dakshinamoorthy
117,118,Nakshathramandala ...,Panchavadi,1973,P Jayachandran,Sreekumaran Thampi,MK Arjunan
118,119,Sooryanum Chandranum ...,Panchavadi,1973,P Jayachandran,Sreekumaran Thampi,MK Arjunan
119,120,Panchavadiyile ...,Padmavyooham,1973,"P Jayachandran, P Leela",Sreekumaran Thampi,MK Arjunan
120,121,Neela Meghangal ...,Thekkankaattu,1973,P Jayachandran,P Bhaskaran,AT Ummer
121,122,Muthukilungi Manimuthu Kilungi ...,Ajnaathavaasam,1973,P Jayachandran,Sreekumaran Thampi,MK Arjunan
122,123,Muthuchippi ...,Ladies Hostel,1973,"P Susheela, P Jayachandran",Sreekumaran Thampi,MS Baburaj
123,124,Maninaagathirunaaga ...,Mazhakkaaru,1973,"P Jayachandran, P Madhuri",Vayalar,G Devarajan
124,125,Suprabhaatham ...,Panitheeraatha Veedu,1973,P Jayachandran,Vayalar,MS Viswanathan
125,126,Kaattumozhukkum ...,Panitheeraatha Veedu,1973,"P Jayachandran, Latha Raju",Vayalar,MS Viswanathan
126,127,Suprabhatham [Movie Version] ...,Panitheeraatha Veedu,1973,P Jayachandran,Vayalar,MS Viswanathan
127,128,Bindu Bindu ...,Periyar,1973,P Jayachandran,PJ Antony,PK Sivadas
128,129,Athyunnathangalil Vaazhtheppedum (Raajaavin Raajaavezhunnellunnu) ...,Jesus,1973,"P Jayachandran, B Vasantha, Chorus",Sreekumaran Thampi,Joseph Krishna
129,130,Hosana ...,Jesus,1973,"P Jayachandran, P Leela, KP Brahmanandan, Chorus",Augustine Vanchimala,Alleppey Ranganath
130,131,Vajrakundalam Manikkaathil aniyum ...,Bhadradeepam,1973,"P Jayachandran, B Vasantha",Vayalar,MS Baburaj
131,132,Enthuttaanee Premam ...,Thaniniram,1973,"P Jayachandran, Pattom Sadan",Vayalar,G Devarajan
132,133,Chandanathil ...,Shaasthram Jayichu Manushyan Thottu,1973,P Jayachandran,Sreekumaran Thampi,V Dakshinamoorthy
133,134,Ishtapraaneshwari ...,Chukku,1973,P Jayachandran,Vayalar,G Devarajan
134,135,Yarusalemile ...,Chukku,1973,"P Susheela, P Jayachandran",Vayalar,G Devarajan
135,136,Upaasana Upaasana ...,Thottaavaadi,1973,P Jayachandran,Vayalar,LPR Varma
136,137,Aadithyananayum ...,Ragging,1973,"P Jayachandran, Chorus, Thoppil Anto",PJ Antony,MK Arjunan
137,138,Sneha Swaroopanaam ...,Ragging,1973,"P Jayachandran, P Madhuri",Isaac Thomas,MK Arjunan
